timestamp,hash,196 Albany,4101 White Plains Road,57 Cleveland Place,Bathgate Contract Postal Station,Bay Ridge 5th Avenue,Beach 39th,Bellevue Hospital,Belvis DTC,Bensonhurst 14th Avenue,Brooklyn Army Terminal,Canarsie Municipal Lot,Ida G. Israel CHC,Co-op City Retail Space,Coney Island Hospital,Jonathan Williams Houses,Vanderbilt,Woodside Houses,Cumberland DTC,Edward Grant,Elmhurst Hospital,East New York DTC,Fort Hamilton,Gouverneur Healthcare,Greenbelt Recreation Center,Harlem Hospital Center,Highbridge Pool,Jacobi Medical Center,JFK Airport,Kew Gardens,Kings County Hospital,LaGuardia Airport,Lefferts,Lincoln Medical Center,Mariners Harbor Library,Metropolitan Hospital,Midwood,Morrisania DTC,Mt. Loretto Sportsplex,North Central Bronx Hospital,Northern Boulevard,Old Broadway,Queens Hospital Center,Rain Boston Road Senior Center,Red Hook Recreation Center,Sorreno Recreation Center,St. Albans,St. George Ferry Terminal,St. James Recreation Center,Starret City,Dyckman Clinica de Las Americas,St. Nicholas CHC,Sydenham Health Center,Tremont CHC,Windsor Park Library,Woodhull Medical Center
2020-12-14T17:05:44.196Z,bf52847aad0068a7cc87fc6a37e7ca93,60-90,0,0,0-30,0-30,NR,90-120,0,60-90,0-30,0-30,NR,30-60,0-30,30-60,NR,NR,60-90,30-60,60-90,30-60,90-120,90-120,30-60,NR,60-90,30-60,0,NR,30-60,NR,30-60,0-30,0,NR,60-90,30-60,30-60,30-60,NR,0,90-120,0,0-30,NR,0-30,NR,60-90,0,60-90,30-60,NR,NR,0-30,60-90
2020-12-14T17:31:34.354Z,0e9f47a09ea965c939ae137ed092adaa,0,0,0,0-30,0-30,NR,90-120,0,90-120,0-30,0-30,NR,30-60,0-30,30-60,NR,NR,60-90,30-60,60-90,30-60,90-120,90-120,30-60,NR,60-90,30-60,0,30-60,0-30,NR,30-60,0-30,0-30,NR,60-90,30-60,30-60,30-60,NR,0,90-120,0,0-30,NR,0-30,NR,60-90,0,60-90,30-60,NR,NR,0-30,60-90
2020-12-14T17:47:21.780Z,e0d9274ac4902d48db5259e7b728cd15,0,0,0,0-30,0-30,NR,90-120,0,90-120,0-30,0-30,NR,30-60,0-30,30-60,NR,NR,60-90,30-60,60-90,30-60,90-120,90-120,30-60,NR,60-90,30-60,0,30-60,0-30,NR,30-60,0-30,0-30,NR,60-90,30-60,30-60,30-60,NR,0,90-120,0,0-30,NR,0-30,NR,60-90,0,60-90,30-60,NR,NR,0-30,60-90
2020-12-14T17:55:58.010Z,bed12610eb376e3ca92a22841a910e6c,0,0,0,0-30,0-30,NR,90-120,0,90-120,0-30,0-30,NR,30-60,0-30,30-60,NR,NR,60-90,30-60,60-90,30-60,90-120,90-120,30-60,NR,60-90,30-60,0,30-60,0-30,NR,30-60,0-30,0-30,NR,60-90,30-60,30-60,30-60,NR,0,90-120,0,0-30,NR,0-30,NR,60-90,0,60-90,30-60,NR,NR,0-30,60-90
2020-12-14T18:18:58.024Z,aa4a21fc9d7624e0355a957ed3f382c4,0,0,0-30,0-30,0-30,NR,90-120,0,90-120,0-30,0-30,NR,30-60,0-30,30-60,NR,NR,0,30-60,60-90,30-60,90-120,90-120,30-60,NR,60-90,30-60,0,30-60,0-30,NR,30-60,0-30,0-30,NR,60-90,30-60,30-60,30-60,NR,0,90-120,0,0-30,NR,0-30,NR,60-90,0,60-90,30-60,NR,NR,0-30,60-90
2020-12-14T18:54:07.279Z,da013381a5502e3c3c85c7aaa718f83c,0,0-30,0-30,0-30,0-30,NR,90-120,0,90-120,0-30,0-30,NR,30-60,0-30,30-60,NR,NR,0,30-60,60-90,30-60,90-120,90-120,30-60,NR,60-90,30-60,0,30-60,0-30,NR,30-60,0-30,0-30,NR,60-90,30-60,30-60,30-60,NR,0,90-120,0,0-30,NR,0-30,NR,60-90,0,60-90,30-60,NR,NR,0-30,60-90
2020-12-14T19:06:49.988Z,3a633e21ca788990a1a153412d2bf138,0,0-30,0-30,0-30,0-30,NR,60-90,0-30,90-120,0-30,0-30,NR,30-60,0-30,60-90,NR,NR,0,30-60,60-90,30-60,90-120,90-120,30-60,NR,60-90,30-60,0,30-60,0-30,NR,30-60,0-30,0-30,NR,60-90,30-60,30-60,30-60,NR,0,0-30,0-30,0-30,NR,0-30,NR,60-90,0-30,60-90,30-60,NR,NR,0-30,60-90
2020-12-14T19:23:45.365Z,2a89e00186a66c024e6c83df6fba8aeb,0,0-30,0,0-30,0-30,NR,60-90,0-30,90-120,0-30,0-30,NR,30-60,0-30,60-90,NR,NR,0,30-60,60-90,30-60,>120,90-120,30-60,NR,60-90,30-60,0,30-60,0-30,NR,60-90,0-30,0-30,NR,60-90,30-60,30-60,30-60,NR,0,0-30,0-30,0-30,NR,0-30,NR,60-90,0-30,60-90,30-60,NR,NR,0-30,60-90
2020-12-14T19:35:31.042Z,1fd12cf54ed648e5a17f18e5e14ed5a0,0,0-30,0,0-30,0-30,NR,60-90,0-30,90-120,0-30,0-30,NR,0-30,0-30,60-90,NR,NR,0,30-60,60-90,30-60,>120,90-120,30-60,NR,60-90,30-60,0,30-60,0-30,NR,60-90,0-30,0-30,NR,60-90,30-60,30-60,30-60,NR,0,0-30,0-30,0-30,NR,90-120,NR,60-90,0-30,60-90,30-60,NR,NR,0-30,60-90
2020-12-14T19:45:54.455Z,de6bcb243ae69fbf3dc9e81e4542b165,0,0-30,0,0-30,0-30,NR,60-90,0-30,90-120,0-30,0-30,NR,0-30,0-30,60-90,NR,NR,0,30-60,60-90,30-60,>120,90-120,30-60,30-60,60-90,30-60,0,30-60,0-30,0-30,60-90,0-30,0-30,NR,60-90,30-60,30-60,30-60,NR,0,0-30,0-30,0-30,NR,90-120,NR,60-90,0-30,60-90,30-60,NR,NR,0-30,60-90
2020-12-14T19:53:51.556Z,1afef287399b6c44c09553e6ed8aa0ce,0,0-30,0,0-30,0-30,NR,60-90,0-30,90-120,0-30,0-30,NR,0-30,0-30,60-90,NR,NR,0,30-60,60-90,30-60,>120,90-120,30-60,30-60,60-90,30-60,0,30-60,0-30,0-30,60-90,0-30,0-30,NR,60-90,30-60,30-60,30-60,NR,0,0-30,0-30,0-30,NR,90-120,NR,60-90,0-30,60-90,30-60,NR,NR,0-30,60-90
2020-12-14T20:07:34.375Z,e1a42907e67aaccb21b63e69ce834dad,0,0-30,0,0-30,0-30,NR,60-90,0-30,90-120,0-30,0-30,NR,0-30,0-30,30-60,NR,NR,0,30-60,60-90,30-60,>120,90-120,30-60,30-60,60-90,30-60,0,30-60,0-30,0-30,60-90,0-30,0-30,NR,60-90,30-60,30-60,30-60,NR,0,0-30,0-30,0-30,NR,90-120,NR,60-90,0-30,60-90,30-60,NR,NR,0-30,60-90
2020-12-14T20:28:36.238Z,9c03a8f305cbc9b540ae2667d53ec1c4,0,0-30,0,0-30,0-30,NR,60-90,0-30,60-90,30-60,0-30,NR,0-30,0-30,30-60,NR,NR,0-30,30-60,60-90,30-60,>120,90-120,30-60,30-60,60-90,30-60,0,30-60,0-30,0-30,60-90,0-30,0-30,NR,60-90,30-60,30-60,30-60,NR,0,0-30,0-30,0-30,NR,90-120,NR,60-90,0-30,60-90,30-60,NR,NR,0-30,60-90
2020-12-14T20:42:48.828Z,1919e8638a3f899ae2cac0f13801fa09,0,0-30,0,0-30,0-30,NR,60-90,0-30,60-90,30-60,0-30,NR,0-30,0-30,30-60,NR,NR,0-30,30-60,60-90,30-60,>120,90-120,30-60,30-60,60-90,30-60,0,30-60,0-30,0-30,60-90,0-30,0-30,NR,60-90,30-60,30-60,30-60,NR,0-30,0-30,0-30,0-30,NR,90-120,NR,60-90,0-30,60-90,30-60,NR,NR,0-30,60-90
2020-12-14T20:51:05.281Z,b47aa9d81e335925f39f22a6e97577e1,0,0-30,0,0-30,0-30,NR,60-90,0-30,60-90,30-60,0-30,NR,0-30,0-30,30-60,NR,NR,0-30,30-60,60-90,30-60,>120,90-120,30-60,30-60,60-90,30-60,0,30-60,0-30,0-30,60-90,0-30,0-30,NR,60-90,30-60,30-60,30-60,NR,0-30,0-30,0-30,0-30,NR,90-120,NR,60-90,0-30,60-90,30-60,NR,NR,0-30,60-90
2020-12-14T21:22:21.999Z,2e02a6eec46a1cb74bf0039974502e80,0,0-30,0-30,0-30,0-30,30-60,60-90,0-30,90-120,30-60,0-30,NR,0-30,0-30,30-60,NR,NR,0-30,30-60,60-90,30-60,>120,90-120,30-60,30-60,60-90,30-60,0,30-60,0-30,0-30,60-90,0-30,0-30,NR,90-120,30-60,30-60,30-60,NR,0-30,0-30,0-30,0-30,NR,90-120,NR,60-90,0-30,60-90,30-60,NR,NR,0-30,60-90
2020-12-14T21:35:24.753Z,dc6deead552bf0c3a89b657ab1b2f6dc,0,0-30,0-30,0-30,0-30,30-60,60-90,0-30,90-120,30-60,0-30,NR,0-30,0-30,30-60,NR,NR,0-30,30-60,60-90,30-60,>120,90-120,30-60,30-60,60-90,30-60,0,30-60,0-30,0-30,60-90,0-30,0-30,NR,90-120,30-60,30-60,30-60,NR,0-30,0-30,0-30,0-30,NR,90-120,NR,60-90,0-30,60-90,30-60,NR,NR,0-30,60-90
2020-12-14T21:49:43.137Z,df8e32e23dde4a70c7bad54a5ac1d569,0,0-30,0-30,0-30,0-30,30-60,60-90,0-30,90-120,30-60,30-60,NR,0-30,0-30,30-60,NR,NR,0-30,30-60,60-90,30-60,90-120,90-120,30-60,30-60,60-90,30-60,0,30-60,0-30,0-30,60-90,0-30,0,NR,90-120,30-60,30-60,30-60,NR,0-30,0-30,0-30,0-30,NR,90-120,NR,60-90,0-30,60-90,30-60,NR,NR,0-30,60-90
2020-12-14T21:57:52.927Z,7b09c2f05aa8b32942d6841bd8c040f3,0,0-30,0-30,0-30,0-30,30-60,60-90,0-30,90-120,30-60,30-60,NR,0-30,0-30,30-60,NR,NR,0-30,30-60,60-90,30-60,90-120,90-120,30-60,30-60,60-90,30-60,0,30-60,0-30,0-30,60-90,0-30,0,NR,90-120,30-60,30-60,30-60,NR,0-30,0-30,0-30,0-30,NR,90-120,NR,60-90,0-30,60-90,30-60,NR,NR,0-30,60-90
2020-12-14T22:27:42.731Z,6ec9b503898ad2ecf7a591ef3727fd66,0,0-30,0-30,0-30,0-30,30-60,60-90,0-30,90-120,30-60,30-60,NR,0-30,0-30,30-60,NR,NR,0-30,30-60,60-90,30-60,90-120,90-120,30-60,30-60,60-90,30-60,0,30-60,0-30,0-30,60-90,0-30,0,NR,90-120,30-60,30-60,30-60,NR,0-30,30-60,0-30,0-30,NR,90-120,NR,60-90,0-30,60-90,30-60,NR,NR,0-30,60-90
2020-12-14T22:48:33.115Z,0bf397cda394a5d537c74364fb1f7084,0,0-30,0-30,0-30,0-30,30-60,60-90,0-30,90-120,30-60,30-60,NR,0-30,0-30,30-60,NR,NR,0-30,30-60,60-90,30-60,90-120,90-120,30-60,30-60,60-90,30-60,0,30-60,0-30,0-30,30-60,0-30,0,NR,90-120,30-60,30-60,30-60,NR,0-30,30-60,0-30,0-30,NR,90-120,NR,60-90,0-30,60-90,30-60,NR,NR,0-30,60-90
2020-12-15T13:01:21.792Z,998b0ded0c4f96a2bf08121f448f5527,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
2020-12-15T13:27:29.367Z,a3b91c8b182b4a73bd92c8cdbb99a3bf,0,NR,NR,NR,NR,NR,90-120,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,60-90,NR,NR,NR,NR,NR,NR,NR,NR,NR,0-30,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,30-60,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,0-30,NR
2020-12-15T13:41:29.655Z,3025218c0f07d5afccb04f8f637ad79f,0,NR,NR,NR,NR,NR,90-120,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,60-90,NR,NR,NR,NR,0-30,NR,NR,NR,NR,0-30,NR,NR,0,NR,NR,NR,NR,NR,NR,NR,NR,30-60,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,0-30,NR
2020-12-15T13:49:43.996Z,0e72dff77ed7ee91a65783ec6ce884e0,0,NR,NR,NR,NR,NR,90-120,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,60-90,NR,NR,NR,NR,0-30,NR,NR,NR,NR,0-30,NR,NR,0,NR,NR,30-60,NR,NR,NR,NR,NR,30-60,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,0-30,NR
2020-12-15T13:57:29.879Z,d066b02afa475ab5cc6780bb5e74aa6f,0,NR,NR,NR,NR,30-60,90-120,NR,60-90,0-30,0,NR,NR,NR,NR,NR,NR,NR,NR,60-90,NR,NR,NR,NR,0-30,NR,NR,NR,NR,0-30,NR,NR,0,NR,NR,30-60,NR,NR,NR,NR,NR,30-60,NR,0-30,NR,NR,NR,NR,NR,NR,NR,NR,NR,0-30,NR
2020-12-15T14:26:29.843Z,4b9a60f480f1ecc167c21a3834f3378c,0,0-30,0-30,0-30,NR,30-60,90-120,NR,60-90,0-30,0,NR,NR,0-30,NR,NR,NR,NR,NR,60-90,NR,NR,NR,NR,0-30,NR,NR,0,NR,0-30,NR,30-60,0,0-30,NR,30-60,NR,NR,0-30,NR,NR,30-60,NR,0-30,NR,0-30,NR,NR,NR,NR,NR,NR,NR,0-30,NR
2020-12-15T14:42:33.713Z,a58433c386d46d5709379425907243e4,0,0-30,0-30,0-30,NR,30-60,90-120,NR,60-90,0-30,0,NR,NR,0-30,30-60,NR,NR,NR,NR,60-90,NR,NR,NR,NR,0-30,NR,NR,0,30-60,0-30,NR,30-60,0,0-30,NR,30-60,NR,NR,0-30,NR,NR,30-60,NR,0-30,NR,0-30,NR,NR,NR,NR,NR,NR,NR,0-30,NR
2020-12-15T14:50:38.914Z,18ef255471ea106edcb578fcac6a39cd,0,0-30,0-30,0-30,NR,30-60,90-120,NR,60-90,0-30,0,NR,30-60,0-30,30-60,NR,NR,NR,NR,60-90,NR,NR,NR,NR,0-30,NR,NR,0,30-60,0-30,NR,30-60,0,0-30,30-60,30-60,NR,NR,0-30,NR,0-30,30-60,NR,0-30,NR,0-30,NR,NR,NR,NR,NR,NR,NR,0-30,NR
2020-12-15T14:58:46.932Z,abff591766729247617c60d381f6a389,0,0-30,0-30,0-30,NR,30-60,90-120,60-90,60-90,0-30,0,NR,30-60,0-30,30-60,NR,NR,NR,NR,60-90,NR,NR,NR,NR,0-30,NR,NR,0,30-60,0-30,NR,30-60,0,0-30,30-60,30-60,30-60,NR,0-30,NR,0-30,30-60,NR,0-30,NR,0-30,NR,NR,NR,NR,NR,NR,NR,0-30,NR
2020-12-15T15:26:28.034Z,4c4088a78ae9f734e55bf7ed2ebc7d7a,0,0,0-30,0-30,NR,60-90,90-120,60-90,60-90,30-60,0,NR,30-60,0-30,30-60,NR,NR,NR,NR,60-90,30-60,NR,NR,NR,0-30,NR,30-60,0,30-60,0-30,NR,30-60,0,0,30-60,60-90,30-60,30-60,0-30,NR,0-30,90-120,0-30,30-60,NR,0-30,NR,NR,0-30,NR,NR,NR,NR,0-30,NR
2020-12-15T15:52:17.440Z,089e4deee065d7f73eb5a84c4ee442ea,60-90,0,0-30,0-30,NR,60-90,90-120,60-90,60-90,30-60,0,NR,30-60,0-30,30-60,NR,NR,NR,30-60,60-90,30-60,30-60,NR,NR,30-60,NR,30-60,0,30-60,0-30,0-30,60-90,0-30,0,30-60,60-90,30-60,30-60,0-30,NR,0,90-120,0-30,30-60,NR,0-30,NR,60-90,0-30,NR,NR,NR,NR,0-30,NR
2020-12-15T16:07:45.647Z,d5fe9069667a6666722f9e2f52a1bdcf,60-90,0,0-30,0-30,NR,60-90,90-120,60-90,60-90,30-60,0,NR,30-60,0-30,30-60,NR,NR,NR,30-60,60-90,30-60,30-60,60-90,NR,30-60,NR,30-60,0,30-60,0-30,0-30,60-90,0-30,0,30-60,60-90,30-60,30-60,30-60,NR,0,90-120,0-30,30-60,NR,0-30,NR,60-90,0-30,NR,NR,NR,NR,0-30,NR
2020-12-15T16:37:36.243Z,2ff7aa0cff92d62bb031d8fdab96d7e6,60-90,0,0,0-30,NR,60-90,90-120,60-90,60-90,30-60,0,NR,30-60,0-30,30-60,NR,NR,NR,30-60,60-90,60-90,30-60,60-90,NR,30-60,NR,30-60,0,30-60,0-30,0-30,60-90,0-30,0,30-60,60-90,30-60,30-60,30-60,NR,0,90-120,0-30,30-60,NR,0-30,NR,60-90,0-30,NR,NR,NR,NR,0-30,NR
2020-12-15T17:10:22.953Z,691e278777016565610c15ccac918d8f,0,0,0,0,NR,60-90,90-120,60-90,60-90,0-30,0-30,NR,30-60,0-30,60-90,NR,NR,0-30,30-60,30-60,60-90,30-60,60-90,NR,30-60,NR,60-90,0,30-60,30-60,0-30,30-60,0,0,30-60,90-120,30-60,30-60,30-60,NR,0,90-120,0-30,30-60,NR,0-30,NR,60-90,0-30,NR,NR,NR,NR,0-30,NR
2020-12-15T17:37:11.499Z,277ce51ed4849c2d2c412b904ca8422f,0,0,0,0,NR,60-90,90-120,60-90,60-90,0-30,0-30,NR,30-60,0-30,60-90,NR,NR,0-30,30-60,30-60,60-90,30-60,60-90,NR,30-60,NR,60-90,0,60-90,30-60,0-30,30-60,0,0,30-60,90-120,30-60,30-60,30-60,NR,0,90-120,0-30,30-60,NR,0-30,NR,60-90,0-30,NR,NR,NR,NR,0-30,NR
2020-12-15T17:51:12.389Z,e31df15874be1d70bdfd6a381bdd3fe1,0,0,0,0,NR,60-90,90-120,60-90,60-90,0-30,0-30,NR,30-60,0-30,60-90,NR,NR,0-30,30-60,30-60,60-90,60-90,60-90,NR,30-60,NR,60-90,0,60-90,30-60,0-30,30-60,0,0,30-60,90-120,30-60,30-60,30-60,NR,0,90-120,0-30,30-60,NR,0-30,NR,60-90,0-30,NR,NR,NR,NR,0-30,NR
2020-12-15T17:59:05.890Z,83000878081fc7741bbcc1c1f94c52b7,0,0,0,0,NR,60-90,90-120,60-90,60-90,0-30,0-30,NR,30-60,0-30,60-90,NR,NR,0-30,30-60,30-60,60-90,60-90,60-90,NR,30-60,NR,60-90,0,60-90,30-60,0-30,30-60,0,0,30-60,90-120,30-60,30-60,30-60,NR,0,90-120,0-30,30-60,NR,0-30,NR,60-90,0-30,NR,NR,NR,NR,0-30,NR
2020-12-15T18:25:46.142Z,fd71a06955df4f5f55d7825ab097a684,0,0,0,0,0-30,60-90,90-120,60-90,60-90,0-30,0-30,NR,30-60,0-30,60-90,NR,NR,0-30,30-60,30-60,60-90,60-90,60-90,NR,30-60,NR,60-90,0,0,30-60,0-30,30-60,0,0-30,30-60,90-120,30-60,30-60,30-60,NR,0,90-120,0-30,30-60,NR,0-30,NR,60-90,0-30,NR,NR,NR,NR,0-30,NR
2020-12-15T18:46:46.808Z,800b7169e767285de8c00ace5e9ecdad,0,0,0,0,0-30,60-90,90-120,60-90,60-90,0-30,0-30,NR,0-30,0-30,60-90,NR,NR,0-30,30-60,30-60,0-30,60-90,60-90,NR,30-60,NR,60-90,0,0,30-60,0-30,30-60,0,0-30,0-30,90-120,30-60,30-60,30-60,NR,0,90-120,0-30,30-60,NR,0-30,NR,60-90,0-30,NR,NR,NR,NR,0-30,60-90
2020-12-15T18:58:42.386Z,8eb66cca217ad0ede7cc5ebec124baf7,0,0,0,0,0-30,60-90,90-120,60-90,60-90,0-30,0-30,NR,0-30,0-30,60-90,NR,NR,0-30,30-60,30-60,0-30,60-90,60-90,NR,30-60,NR,60-90,0,0,30-60,0-30,30-60,0,0-30,0-30,90-120,30-60,30-60,30-60,NR,0,90-120,0-30,30-60,NR,0-30,NR,60-90,0-30,NR,NR,NR,NR,0-30,60-90
2020-12-15T19:20:57.731Z,c90cbf1596f9abb895b082274664887f,0,0,0,0,0-30,60-90,60-90,60-90,90-120,0-30,0-30,NR,0-30,0-30,60-90,NR,NR,0-30,30-60,60-90,0-30,90-120,60-90,NR,60-90,NR,60-90,0,0,30-60,0-30,30-60,0,0-30,0-30,90-120,30-60,30-60,30-60,NR,0,60-90,0-30,30-60,NR,0-30,NR,60-90,0-30,NR,NR,NR,NR,0-30,60-90
2020-12-15T19:33:09.234Z,8a33084016543ab932ab958ab6c3ff26,0,0,0,0,0-30,30-60,60-90,60-90,90-120,0-30,0-30,NR,0-30,0-30,60-90,NR,NR,0-30,30-60,60-90,0-30,90-120,60-90,NR,60-90,NR,60-90,0,0,30-60,0-30,30-60,0,0-30,0-30,90-120,30-60,30-60,30-60,NR,0,60-90,0-30,30-60,NR,0-30,NR,60-90,0-30,NR,NR,NR,NR,0-30,60-90
2020-12-15T19:44:10.985Z,02a7a345d739a4cd3f59b650dda517d3,0,0,0-30,0,0,30-60,60-90,60-90,90-120,0-30,0-30,NR,0-30,30-60,60-90,NR,NR,0-30,30-60,60-90,0-30,90-120,60-90,NR,60-90,NR,60-90,0,0,30-60,0-30,30-60,0,0-30,0-30,90-120,30-60,30-60,30-60,NR,0,60-90,0-30,30-60,NR,0-30,NR,60-90,0-30,NR,NR,NR,NR,0-30,60-90
2020-12-15T19:52:24.853Z,0bd4dac12aaf777d8704b62df912608c,0,0,0-30,0,0,30-60,60-90,60-90,90-120,0-30,0-30,NR,0-30,30-60,60-90,NR,NR,0-30,30-60,60-90,30-60,90-120,60-90,NR,60-90,NR,60-90,0,0,30-60,0-30,30-60,0,0-30,0-30,90-120,30-60,30-60,30-60,NR,0,60-90,0-30,30-60,NR,0-30,NR,60-90,0-30,NR,NR,NR,NR,0-30,60-90
2020-12-15T20:00:05.495Z,1573c69f900a3af43949b528f0c0e670,0,0,0-30,0,0,30-60,60-90,60-90,90-120,0-30,0-30,NR,0-30,30-60,60-90,NR,NR,0,30-60,60-90,30-60,90-120,60-90,NR,60-90,NR,60-90,0,0,30-60,0-30,30-60,0,0-30,0-30,90-120,30-60,30-60,30-60,NR,0,60-90,0-30,30-60,NR,0-30,NR,60-90,0-30,NR,NR,NR,NR,0-30,60-90
2020-12-15T20:25:25.745Z,cafc5b60a8501859fb7905a16f97dd26,0,0,0-30,0,0,30-60,60-90,60-90,90-120,0-30,0-30,NR,0-30,30-60,60-90,NR,NR,0,30-60,60-90,30-60,90-120,60-90,NR,60-90,NR,60-90,0,0,30-60,0-30,30-60,0,0-30,0-30,90-120,30-60,30-60,30-60,NR,0,60-90,0-30,30-60,NR,0-30,NR,60-90,0-30,NR,NR,NR,NR,0-30,60-90
2020-12-15T20:40:05.618Z,551fc87b98e22c54b4bbaea85a10eac7,0,0,0-30,0,0,30-60,60-90,60-90,90-120,0-30,0-30,NR,0-30,30-60,60-90,NR,NR,0,30-60,60-90,30-60,90-120,60-90,NR,60-90,NR,60-90,0,0,30-60,0-30,30-60,0,0-30,0-30,90-120,30-60,30-60,30-60,NR,0,60-90,0-30,30-60,NR,0-30,NR,60-90,0-30,NR,NR,NR,NR,0-30,60-90
2020-12-15T20:49:18.679Z,2610aea0f715dedfe4f03df28e3b9946,0,0,0-30,0,0,30-60,60-90,60-90,90-120,0-30,0-30,NR,0-30,30-60,60-90,NR,NR,0,30-60,60-90,30-60,90-120,60-90,NR,60-90,NR,60-90,0,0,30-60,0-30,30-60,0,0,0-30,90-120,30-60,30-60,30-60,NR,0,60-90,0-30,30-60,NR,0-30,NR,60-90,0-30,NR,NR,NR,NR,0-30,60-90
2020-12-15T21:21:24.213Z,ea5ef2c85fb9ed7a0f2698395444edd1,0,0,0-30,0,0,30-60,60-90,60-90,90-120,0-30,0-30,NR,0-30,30-60,60-90,NR,NR,0,30-60,60-90,30-60,90-120,60-90,NR,60-90,NR,60-90,0,0,30-60,0-30,30-60,30-60,0,0-30,90-120,30-60,30-60,60-90,NR,0,60-90,0-30,30-60,NR,0-30,NR,60-90,0-30,NR,NR,NR,NR,0-30,30-60
2020-12-15T21:35:30.003Z,ef19c9ec98fa941b9fb104f14c0fcd88,0,0,0,0,0,30-60,60-90,60-90,90-120,0-30,0-30,NR,0-30,30-60,60-90,NR,NR,0,30-60,30-60,30-60,90-120,60-90,NR,60-90,NR,60-90,0,0,30-60,0-30,30-60,30-60,0,0-30,90-120,30-60,30-60,60-90,NR,0,60-90,0-30,30-60,NR,0-30,NR,60-90,0-30,NR,NR,NR,NR,0-30,30-60
2020-12-15T21:50:07.086Z,da5e8df21e5d0306b236ec3d9ad070b6,0,0,0,0,0,30-60,60-90,60-90,90-120,0-30,0-30,NR,0-30,30-60,60-90,NR,NR,0,30-60,30-60,30-60,90-120,60-90,NR,60-90,NR,60-90,0,0,30-60,0-30,30-60,30-60,0,0-30,90-120,30-60,30-60,60-90,NR,0,60-90,0-30,30-60,NR,0-30,NR,60-90,0-30,NR,NR,NR,NR,0-30,30-60
2020-12-15T21:57:54.627Z,0337007563e3d1c05ce1fe0e3893c89c,0,0,0,0,0,30-60,60-90,60-90,90-120,0-30,0-30,NR,0-30,30-60,60-90,NR,NR,0,30-60,30-60,30-60,90-120,60-90,NR,60-90,NR,60-90,0,0,30-60,0-30,30-60,30-60,0,0-30,90-120,30-60,30-60,60-90,NR,0,60-90,0-30,30-60,NR,0-30,NR,60-90,0-30,NR,NR,NR,NR,0-30,30-60
2020-12-15T22:27:56.150Z,9c06e54296e20858d5341e8416c3e1eb,0,0,0,0,0,30-60,60-90,60-90,60-90,0-30,0-30,NR,0-30,30-60,60-90,NR,NR,0,30-60,30-60,30-60,90-120,60-90,NR,60-90,NR,60-90,0,0,30-60,0-30,30-60,30-60,0,0-30,90-120,60-90,30-60,60-90,NR,0,90-120,0-30,30-60,NR,0-30,NR,60-90,0-30,NR,NR,NR,NR,0-30,30-60
2020-12-15T22:47:14.525Z,441d9ec4b02c94fe97af338544fd4987,0,0,0,0,0,30-60,60-90,60-90,60-90,0-30,0-30,NR,0-30,30-60,60-90,NR,NR,0,30-60,30-60,30-60,90-120,60-90,NR,60-90,NR,60-90,0,0,30-60,0-30,30-60,30-60,0,0-30,90-120,60-90,30-60,60-90,NR,0,90-120,0-30,30-60,NR,0-30,NR,60-90,0,NR,NR,NR,NR,0-30,30-60
2020-12-15T22:56:21.147Z,f8ecb58c2c77c78da4945343c70e1b06,0,0,0,0,0,30-60,60-90,60-90,60-90,0-30,0-30,NR,0-30,30-60,60-90,NR,NR,0,30-60,30-60,30-60,90-120,60-90,NR,60-90,NR,60-90,0,0,30-60,0-30,30-60,30-60,0,0-30,90-120,60-90,30-60,60-90,NR,0,90-120,0-30,30-60,NR,0-30,NR,60-90,0,NR,NR,NR,NR,0-30,30-60
2020-12-15T23:21:37.041Z,e81418bf56948b3df40573877d00b58f,0,0,0,0,0,30-60,60-90,60-90,60-90,0-30,0-30,NR,0-30,30-60,60-90,NR,NR,0,30-60,30-60,30-60,90-120,60-90,NR,60-90,NR,60-90,0,0-30,30-60,0-30,30-60,30-60,0,0-30,90-120,60-90,30-60,60-90,NR,0,90-120,0-30,30-60,NR,0-30,NR,60-90,0,NR,NR,NR,NR,0-30,30-60
2020-12-16T13:21:52.858Z,2f195bc7d727f70ea18bcf6c549d88b6,NR,NR,NR,0,NR,60-90,90-120,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,90-120,NR,NR,NR,NR,NR,NR,NR,NR,NR,30-60,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
